district_id,district_name,county_number,county,econ_disadv_pct,attendance_rate,chronic_absenteeism_rate,ccmr_rate,graduation_rate,student_count
061910,ARGYLE ISD,061,denton,6.4,96.2,5.3,18.2,99.4,6114
061911,NORTHWEST ISD,061,denton,28.0,94.9,12.1,33.9,96.0,31996
061912,LAKE DALLAS ISD,061,denton,40.4,94.1,15.6,10.8,99.7,3711
061914,LITTLE ELM ISD,061,denton,45.1,94.3,15.9,24.1,94.7,7989
062901,CUERO ISD,062,dewitt,51.6,94.0,17.7,34.7,98.6,1871
062902,NORDHEIM ISD,062,dewitt,64.6,96.0,10.5,30.0,100.0,113
062903,YOAKUM ISD,062,dewitt,66.4,94.8,15.1,,-1.0,1446
062904,YORKTOWN ISD,062,dewitt,51.3,95.4,12.7,41.7,91.9,573
062905,WESTHOFF ISD,062,dewitt,58.8,96.0,4.0,,,85
062906,MEYERSVILLE ISD,062,dewitt,35.1,96.3,2.5,,,174
063903,SPUR ISD,063,dickens,50.0,94.6,12.3,13.6,100.0,192
063906,PATTON SPRINGS ISD,063,dickens,84.1,95.3,8.0,-1.0,-1.0,88
064903,CARRIZO SPRINGS CISD,064,dimmit,76.5,89.7,34.6,45.9,83.7,1842
065901,CLARENDON ISD,065,donley,50.1,94.2,16.4,24.2,97.1,401
065902,HEDLEY ISD,065,donley,75.3,95.8,2.2,80.0,100.0,93
066005,RAMIREZ CSD,066,duval,86.1,94.0,13.0,,,36
066901,BENAVIDES ISD,066,duval,89.2,92.0,27.5,21.4,96.4,148
066902,SAN DIEGO ISD,066,duval,87.3,89.8,35.5,50.4,92.2,1451
066903,FREER ISD,066,duval,88.3,93.7,19.4,53.5,91.7,709
067902,CISCO ISD,067,eastland,50.5,95.2,11.3,19.4,100.0,833
067903,EASTLAND ISD,067,eastland,55.7,94.4,16.5,7.4,98.8,966
067904,GORMAN ISD,067,eastland,71.1,95.1,10.2,26.7,93.8,242
067907,RANGER ISD,067,eastland,74.0,91.3,35.4,22.2,96.0,288
067908,RISING STAR ISD,067,eastland,62.6,94.8,14.4,77.8,100.0,179
068802,COMPASS ACADEMY CHARTER SCHOOL,068,ector,2.6,95.3,6.5,0.0,97.5,1558
068901,ECTOR COUNTY ISD,068,ector,75.5,92.1,26.8,39.3,87.8,33630
069901,ROCKSPRINGS ISD,069,edwards,61.8,95.0,10.1,8.7,100.0,199
069902,NUECES CANYON CISD,069,edwards,77.6,93.9,17.6,0.0,100.0,237
070801,FAITH FAMILY ACADEMY,070,ellis,99.5,94.9,15.9,1.3,94.9,3036
070901,AVALON ISD,070,ellis,67.1,95.6,9.4,0.0,100.0,347
070903,ENNIS ISD,070,ellis,65.1,93.2,20.9,18.5,97.2,6626
070905,FERRIS ISD,070,ellis,77.8,93.9,16.1,40.6,98.5,3003
070907,ITALY ISD,070,ellis,49.8,93.6,19.5,24.5,97.9,594
070908,MIDLOTHIAN ISD,070,ellis,28.3,95.3,10.4,16.1,97.6,11324
070909,MILFORD ISD,070,ellis,64.7,94.2,19.7,4.3,100.0,258
070910,PALMER ISD,070,ellis,51.9,95.7,10.2,51.3,98.7,1348
070911,RED OAK ISD,070,ellis,61.8,94.5,14.2,22.1,94.3,6675
070912,WAXAHACHIE ISD,070,ellis,48.8,94.9,12.2,25.4,96.9,11129
070915,MAYPEARL ISD,070,ellis,31.4,94.8,12.2,14.4,94.6,1203
071801,BURNHAM WOOD CHARTER SCHOOL DISTRICT,071,el paso,71.0,94.3,15.7,0.0,94.7,1744
071803,TRIUMPH PUBLIC HIGH SCHOOLS-WEST TEXAS,071,el paso,87.8,87.4,50.1,5.1,67.6,311
071804,EL PASO ACADEMY,071,el paso,77.4,86.9,57.8,4.3,71.1,319
071806,HARMONY PUBLIC SCHOOLS - WEST TEXAS,071,el paso,74.3,93.8,18.7,24.3,99.3,5687
071807,LA FE PREPARATORY SCHOOL,071,el paso,100.0,94.5,16.0,,,195
071809,VISTA DEL FUTURO CHARTER SCHOOL,071,el paso,47.3,92.5,28.3,,,366
071810,EL PASO LEADERSHIP ACADEMY,071,el paso,83.1,92.4,28.3,,,775
071901,CLINT ISD,071,el paso,85.9,94.1,16.4,18.5,95.5,10053
071902,EL PASO ISD,071,el paso,71.3,90.7,31.3,26.9,83.5,47994
071903,FABENS ISD,071,el paso,90.6,93.0,20.1,19.5,84.2,1864
071904,SAN ELIZARIO ISD,071,el paso,90.8,92.8,24.6,24.7,86.3,2922
071905,YSLETA ISD,071,el paso,79.1,94.0,16.4,46.1,90.0,34005
071906,ANTHONY ISD,071,el paso,77.5,93.7,19.4,13.3,93.2,725
071907,CANUTILLO ISD,071,el paso,63.4,94.1,14.7,31.1,93.3,5727
071908,TORNILLO ISD,071,el paso,92.3,95.0,13.1,19.5,92.7,726
071909,SOCORRO ISD,071,el paso,71.1,94.1,15.0,20.9,92.7,46589
072801,PREMIER HIGH SCHOOLS,072,erath,64.7,88.6,43.6,10.0,61.7,7911
072802,ERATH EXCELS ACADEMY INC,072,erath,89.7,85.6,61.3,0.0,71.4,107
072901,THREE WAY ISD,072,erath,69.8,95.3,12.7,45.5,100.0,212
072902,DUBLIN ISD,072,erath,77.5,95.4,9.8,34.6,98.7,1122
072903,STEPHENVILLE ISD,072,erath,48.3,95.2,11.6,45.2,96.6,3568
072904,BLUFF DALE ISD,072,erath,27.4,95.0,14.0,0.0,100.0,219
072908,HUCKABAY ISD,072,erath,10.2,95.4,8.3,46.2,100.0,325
072909,LINGLEVILLE ISD,072,erath,40.4,96.3,7.1,4.5,100.0,270
072910,MORGAN MILL ISD,072,erath,44.9,94.7,11.4,,,127
073901,CHILTON ISD,073,falls,91.9,95.4,10.6,48.8,100.0,565
073903,MARLIN ISD,073,falls,98.6,93.6,20.5,3.6,96.6,843
073904,WESTPHALIA ISD,073,falls,19.5,96.7,3.6,,,159
073905,ROSEBUD-LOTT ISD,073,falls,60.8,93.6,20.7,20.0,98.0,788
074903,BONHAM ISD,074,fannin,64.5,94.4,16.9,22.3,96.6,2028
074904,DODD CITY ISD,074,fannin,36.7,96.5,4.5,44.0,100.0,308
074905,ECTOR ISD,074,fannin,52.6,93.6,24.8,0.0,100.0,234
074907,HONEY GROVE ISD,074,fannin,57.0,96.1,8.9,18.6,97.8,651
074909,LEONARD ISD,074,fannin,54.9,94.2,18.0,43.1,100.0,811
074911,SAVOY ISD,074,fannin,60.9,94.9,13.5,40.0,100.0,304
074912,TRENTON ISD,074,fannin,51.1,95.0,11.6,61.7,100.0,710
074917,SAM RAYBURN ISD,074,fannin,48.2,95.4,6.7,29.4,97.1,467
075901,FLATONIA ISD,075,fayette,44.2,96.0,7.0,36.5,100.0,676
075902,LA GRANGE ISD,075,fayette,56.4,94.7,14.7,20.6,94.3,1868
075903,SCHULENBURG ISD,075,fayette,72.5,95.0,16.6,40.9,97.6,681
075906,FAYETTEVILLE ISD,075,fayette,20.4,96.6,2.3,92.9,100.0,289
075908,ROUND TOP-CARMINE ISD,075,fayette,34.9,97.1,1.8,15.8,100.0,235
076903,ROBY CISD,076,fisher,37.2,95.5,8.9,39.1,95.7,296
076904,ROTAN ISD,076,fisher,58.1,94.2,19.2,13.0,100.0,272
077901,FLOYDADA COLLEGIATE ISD,077,floyd,70.3,94.3,16.7,61.9,95.7,671
077902,LOCKNEY ISD,077,floyd,77.2,94.2,15.8,77.4,100.0,391
078901,CROWELL ISD,078,foard,58.2,96.8,3.6,64.3,100.0,189
079901,LAMAR CISD,079,fort bend,43.1,94.7,13.6,30.9,94.7,46676
079906,NEEDVILLE ISD,079,fort bend,42.4,95.1,13.2,40.1,98.8,3648
079907,FORT BEND ISD,079,fort bend,47.5,94.8,13.0,12.3,93.7,79513
079910,STAFFORD MSD,079,fort bend,74.0,94.9,16.0,30.4,95.8,3488
080901,MOUNT VERNON ISD,080,franklin,57.3,94.7,14.2,62.7,95.5,1606
081902,FAIRFIELD ISD,081,freestone,53.9,94.1,17.0,10.2,94.6,1593
081904,TEAGUE ISD,081,freestone,55.6,94.4,15.3,34.5,99.1,1210
081905,WORTHAM ISD,081,freestone,59.1,94.1,15.5,48.6,92.7,535
081906,DEW ISD,081,freestone,48.5,95.0,13.1,,,171
082902,DILLEY ISD,082,frio,79.4,90.9,33.8,27.3,94.2,841
082903,PEARSALL ISD,082,frio,83.5,90.6,35.0,25.9,96.0,1946
083901,SEAGRAVES ISD,083,gaines,80.2,93.3,21.6,63.2,97.6,525
083902,LOOP ISD,083,gaines,48.7,94.6,11.0,-1.0,-1.0,150
083903,SEMINOLE ISD,083,gaines,60.2,93.7,17.8,55.6,98.2,3078
084802,ODYSSEY ACADEMY INC,084,galveston,76.2,93.9,20.4,40.6,100.0,1681
084804,AMBASSADORS PREPARATORY ACADEMY,084,galveston,84.8,95.2,10.0,,,165
084901,DICKINSON ISD,084,galveston,62.4,93.9,18.8,24.2,96.5,12522
084902,GALVESTON ISD,084,galveston,77.6,92.0,26.3,29.4,95.8,6381
084903,HIGH ISLAND ISD,084,galveston,56.8,93.7,19.9,28.6,100.0,132
084906,TEXAS CITY ISD,084,galveston,79.2,90.6,32.4,21.6,82.0,7703
084908,HITCHCOCK ISD,084,galveston,77.3,93.1,23.1,45.6,95.8,2006
084909,SANTA FE ISD,084,galveston,51.2,93.0,23.3,47.0,97.9,4285
084910,CLEAR CREEK ISD,084,galveston,35.8,94.6,13.1,11.4,98.7,39532
084911,FRIENDSWOOD ISD,084,galveston,7.4,94.6,11.7,10.3,99.3,6162
085902,POST ISD,085,garza,71.0,92.4,28.6,0.0,97.6,686
085903,SOUTHLAND ISD,085,garza,71.2,94.3,15.6,0.0,100.0,132
086024,DOSS CONSOLIDATED CSD,086,gillespie,0.0,96.7,4.3,,,20
086901,FREDERICKSBURG ISD,086,gillespie,61.9,94.9,11.9,27.2,97.3,3018
086902,HARPER ISD,086,gillespie,40.5,95.9,8.4,4.4,100.0,590
087901,GLASSCOCK COUNTY ISD,087,glasscock,6.1,96.4,6.5,61.9,100.0,293
088902,GOLIAD ISD,088,goliad,44.6,94.7,13.8,29.6,95.9,1238
089901,GONZALES ISD,089,gonzales,72.5,92.2,28.8,57.8,92.5,2555
089903,NIXON-SMILEY CISD,089,gonzales,78.6,93.6,18.5,27.1,98.3,1016
089905,WAELDER ISD,089,gonzales,90.9,93.1,23.0,5.9,100.0,297
090902,LEFORS ISD,090,gray,66.5,95.1,8.2,0.0,100.0,173
090903,MCLEAN ISD,090,gray,68.7,94.9,12.8,20.0,100.0,182
090904,PAMPA ISD,090,gray,62.5,92.1,27.1,35.4,90.9,3125
090905,GRANDVIEW-HOPKINS ISD,090,gray,20.4,96.3,4.5,,,49
091901,BELLS ISD,091,grayson,39.6,96.4,6.2,62.7,97.1,1000
091902,COLLINSVILLE ISD,091,grayson,44.7,96.1,6.6,29.0,96.7,600
091903,DENISON ISD,091,grayson,61.3,93.7,19.8,9.5,97.1,4967
091905,HOWE ISD,091,grayson,49.0,94.8,12.4,25.3,98.7,1264
091906,SHERMAN ISD,091,grayson,72.7,93.0,22.2,26.7,94.2,7757
091907,TIOGA ISD,091,grayson,31.1,95.3,10.4,13.7,100.0,662
091908,VAN ALSTYNE ISD,091,grayson,20.2,94.8,11.6,68.1,100.0,2605
091909,WHITESBORO ISD,091,grayson,62.6,94.1,15.0,10.2,93.6,1800
091910,WHITEWRIGHT ISD,091,grayson,45.8,94.6,14.3,21.4,96.4,799
091913,POTTSBORO ISD,091,grayson,33.4,95.0,12.2,21.6,99.0,1450
091914,S AND S CISD,091,grayson,41.3,95.0,11.9,31.0,98.6,944
091917,GUNTER ISD,091,grayson,17.9,94.9,9.7,55.1,98.7,1156
091918,TOM BEAN ISD,091,grayson,44.0,93.9,18.9,75.0,100.0,741
092801,EAST TEXAS CHARTER SCHOOLS,092,gregg,21.1,95.8,11.4,4.8,100.0,128
092901,GLADEWATER ISD,092,gregg,76.9,93.9,18.0,38.6,95.3,1635
092902,KILGORE ISD,092,gregg,71.9,94.5,15.8,24.2,95.7,3652
092903,LONGVIEW ISD,092,gregg,82.5,95.5,12.5,24.9,97.8,8120
092904,PINE TREE ISD,092,gregg,69.0,95.6,12.0,26.6,97.7,4428
092906,SABINE ISD,092,gregg,49.1,95.7,11.3,4.0,99.0,1579
092907,SPRING HILL ISD,092,gregg,37.7,95.5,11.1,43.7,99.3,1897
092908,WHITE OAK ISD,092,gregg,39.7,95.4,9.6,51.9,98.7,1422
093901,ANDERSON-SHIRO CISD,093,grimes,37.3,95.0,10.3,35.4,100.0,976
093903,IOLA ISD,093,grimes,40.3,95.1,10.7,23.5,100.0,626
093904,NAVASOTA ISD,093,grimes,78.0,93.5,19.6,18.3,94.0,3085
093905,RICHARDS ISD,093,grimes,38.2,93.0,23.7,0.0,100.0,249
094901,SEGUIN ISD,094,guadalupe,71.7,91.5,29.9,8.7,92.7,7269
094902,SCHERTZ-CIBOLO-U CITY ISD,094,guadalupe,32.1,94.0,16.3,24.1,95.7,14917
094903,NAVARRO ISD,094,guadalupe,41.1,94.4,14.9,27.8,94.8,2693
094904,MARION ISD,094,guadalupe,37.4,94.2,15.3,43.2,99.1,1700
095901,ABERNATHY ISD,095,hale,48.8,96.0,6.8,43.3,98.4,805
095902,COTTON CENTER ISD,095,hale,62.0,94.2,17.9,80.0,100.0,100
095903,HALE CENTER ISD,095,hale,77.5,93.4,21.0,0.0,100.0,560
095904,PETERSBURG ISD,095,hale,76.5,95.0,12.9,77.8,100.0,243
095905,PLAINVIEW ISD,095,hale,78.9,92.7,24.2,41.1,93.7,4042
096904,MEMPHIS ISD,096,hall,77.5,95.0,10.1,23.5,96.9,333
096905,TURKEY-QUITAQUE ISD,096,hall,42.7,94.5,12.1,52.4,100.0,178
097902,HAMILTON ISD,097,hamilton,57.0,95.3,10.7,39.4,100.0,821
097903,HICO ISD,097,hamilton,48.4,95.1,13.0,20.0,94.9,624
098901,GRUVER ISD,098,hansford,39.4,97.2,2.3,14.6,98.0,409
098903,PRINGLE-MORSE CISD,098,hansford,58.6,94.4,10.9,0.0,,128
098904,SPEARMAN ISD,098,hansford,64.7,96.0,7.8,41.2,100.0,686
099902,CHILLICOTHE ISD,099,hardeman,79.7,95.0,14.1,42.1,100.0,187
099903,QUANAH ISD,099,hardeman,75.5,95.3,10.9,83.3,100.0,433
100903,KOUNTZE ISD,100,hardin,59.9,92.4,24.6,29.6,89.6,1147
100904,SILSBEE ISD,100,hardin,66.1,93.5,21.0,29.7,97.8,2577
100905,HARDIN-JEFFERSON ISD,100,hardin,39.4,94.4,15.7,13.6,95.7,2758
100907,LUMBERTON ISD,100,hardin,38.6,94.5,13.9,29.4,97.0,4103
100908,WEST HARDIN COUNTY CISD,100,hardin,67.3,93.0,21.7,5.6,85.4,535
101802,SER-NINOS CHARTER SCHOOL,101,harris,97.0,95.3,12.5,,,1193
101803,ARISTOI CLASSICAL ACADEMY,101,harris,20.4,96.0,8.3,2.2,91.7,1606
101804,GEORGE I SANCHEZ CHARTER,101,harris,81.0,90.1,39.4,0.0,85.3,1120
101806,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,101,harris,95.7,94.6,16.0,6.7,98.3,1991
101810,ACADEMY OF ACCELERATED LEARNING INC,101,harris,88.3,97.6,4.9,,,738
101811,EXCEL ACADEMY,101,harris,100.0,96.2,4.2,,0.0,302
101814,THE VARNETT PUBLIC SCHOOL,101,harris,91.5,94.2,18.1,,,1159
101815,ALIEF MONTESSORI COMMUNITY SCHOOL,101,harris,78.5,95.6,12.4,,,367
101819,AMIGOS POR VIDA-FRIENDS FOR LIFE PUB CHTR SCH,101,harris,96.8,96.6,4.9,,,750
101821,HOUSTON HEIGHTS HIGH SCHOOL,101,harris,80.1,93.3,23.4,6.8,73.9,191
101828,HOUSTON GATEWAY ACADEMY INC,101,harris,84.9,96.1,6.5,1.1,96.6,2157
101837,CALVIN NELMS CHARTER SCHOOLS,101,harris,50.1,96.6,5.5,10.8,100.0,343
101838,SOUTHWEST PUBLIC SCHOOLS,101,harris,94.1,95.6,11.2,4.1,86.5,1866
101840,TWO DIMENSIONS PREPARATORY ACADEMY,101,harris,98.0,93.5,20.7,,,405
101842,COMQUEST ACADEMY,101,harris,41.2,94.0,13.3,0.0,100.0,34
101845,YES PREP PUBLIC SCHOOLS INC,101,harris,91.4,93.0,22.3,0.0,94.3,19570
101846,HARMONY PUBLIC SCHOOLS - HOUSTON SOUTH,101,harris,78.7,95.6,11.8,22.3,95.6,3662
101847,BEATRICE MAYES INSTITUTE CHARTER SCHOOL,101,harris,78.3,95.3,10.4,,,558
101849,ACCELERATED INTERMEDIATE ACADEMY,101,harris,98.4,96.5,4.6,,,182
101853,BAKERRIPLEY COMMUNITY SCHOOLS,101,harris,89.6,93.1,23.4,,,1808
101855,MEYERPARK CHARTER,101,harris,95.9,93.9,18.6,,,296
101856,DRAW ACADEMY,101,harris,100.0,97.6,0.8,,,696
101858,HARMONY PUBLIC SCHOOLS - HOUSTON NORTH,101,harris,70.0,94.9,13.3,43.7,98.6,7570
101859,STEP CHARTER SCHOOL,101,harris,82.3,95.2,12.8,,,693
101861,THE RHODES SCHOOL FOR PERFORMING ARTS,101,harris,76.4,92.5,27.7,,,436
101862,HARMONY PUBLIC SCHOOLS - HOUSTON WEST,101,harris,57.1,96.0,7.0,41.0,99.3,6541
101864,THE LAWSON ACADEMY,101,harris,97.9,97.7,4.8,,,235
101868,THE PRO-VISION ACADEMY,101,harris,99.4,90.0,32.6,0.0,69.0,352
101870,BETA ACADEMY,101,harris,70.7,96.0,4.9,0.0,100.0,1569
101871,A+ UNLIMITED POTENTIAL,101,harris,79.3,90.0,40.2,,,203
101872,ETOILE ACADEMY CHARTER SCHOOL,101,harris,95.0,95.2,13.6,,,979
101873,YELLOWSTONE COLLEGE PREPARATORY,101,harris,91.9,94.2,17.8,,,321
101874,LEGACY SCHOOL OF SPORT SCIENCES,101,harris,71.6,91.5,27.5,0.0,94.3,468
101875,BLOOM ACADEMY CHARTER SCHOOL,101,harris,79.1,90.0,42.3,,,302
101876,REVE PREPARATORY CHARTER SCHOOL,101,harris,100.0,91.0,32.9,,,237
101877,ELEVATE COLLEGIATE CHARTER SCHOOL,101,harris,89.6,92.2,35.1,,,192
101878,HOUSTON CLASSICAL CHARTER SCHOOL,101,harris,73.7,94.3,16.5,,,342
101881,UP EXCELLENCE ACADEMY,101,harris,66.7,,,,,36
101902,ALDINE ISD,101,harris,86.8,91.3,28.4,27.0,86.9,56339
101903,ALIEF ISD,101,harris,86.4,93.1,21.4,30.9,89.6,38556
101905,CHANNELVIEW ISD,101,harris,88.7,92.3,24.1,29.7,92.5,9326
101906,CROSBY ISD,101,harris,58.5,92.9,22.1,29.6,97.7,7034
101907,CYPRESS-FAIRBANKS ISD,101,harris,58.9,93.0,18.9,20.7,93.7,117658
101908,DEER PARK ISD,101,harris,47.6,94.3,15.3,29.4,95.5,12130
101910,GALENA PARK ISD,101,harris,88.8,93.9,17.6,27.4,90.0,20838
101911,GOOSE CREEK CISD,101,harris,74.4,93.4,19.2,33.7,96.1,23943
101912,HOUSTON ISD,101,harris,77.8,93.5,20.4,31.4,86.6,176039
101913,HUMBLE ISD,101,harris,50.5,93.2,20.4,13.5,94.0,48257
101914,KATY ISD,101,harris,42.7,95.0,10.4,29.9,95.4,95919
101915,KLEIN ISD,101,harris,54.9,93.5,19.1,30.5,93.8,52297
101916,LA PORTE ISD,101,harris,48.4,92.9,22.7,26.6,94.5,7066
101917,PASADENA ISD,101,harris,81.9,92.3,24.3,28.1,90.8,46403
101919,SPRING ISD,101,harris,80.2,91.5,30.1,14.5,83.6,33575
101920,SPRING BRANCH ISD,101,harris,55.4,94.2,15.7,31.0,89.2,32601
101921,TOMBALL ISD,101,harris,30.2,95.3,10.0,41.7,97.0,22829
101924,SHELDON ISD,101,harris,82.4,93.6,20.1,24.6,91.3,10921
101925,HUFFMAN ISD,101,harris,40.1,93.7,15.6,23.9,96.7,3638
102901,KARNACK ISD,102,harrison,85.7,94.6,16.2,,,119
102902,MARSHALL ISD,102,harrison,80.6,92.6,23.0,21.0,84.0,4943
102903,WASKOM ISD,102,harrison,68.3,94.0,16.9,61.9,98.4,804
102904,HALLSVILLE ISD,102,harrison,53.1,98.9,2.7,21.7,70.8,24559
102905,HARLETON ISD,102,harrison,53.8,94.9,12.7,12.3,96.6,704
102906,ELYSIAN FIELDS ISD,102,harrison,46.6,94.5,14.9,4.8,95.2,773
103901,CHANNING ISD,103,hartley,75.2,95.4,8.1,-1.0,-1.0,121
103902,HARTLEY ISD,103,hartley,62.7,95.1,11.6,68.8,100.0,236
104901,HASKELL CISD,104,haskell,71.5,95.5,12.7,3.1,100.0,544
104903,RULE ISD,104,haskell,77.5,95.5,11.2,33.3,100.0,138
104907,PAINT CREEK ISD,104,haskell,64.0,95.3,16.8,-1.0,-1.0,111
105801,KATHERINE ANNE PORTER SCHOOL,105,hays,31.6,84.0,65.2,0.0,77.4,95
105802,TEXAS PREPARATORY SCHOOL,105,hays,35.6,87.5,49.5,,,59
105803,KI CHARTER,105,hays,86.2,91.5,37.8,-1.0,4.3,448
105804,DORAL ACADEMY OF TEXAS,105,hays,51.0,94.8,14.2,,,390
105902,SAN MARCOS CISD,105,hays,77.1,93.2,22.6,23.3,89.5,8211
105904,DRIPPING SPRINGS ISD,105,hays,7.5,94.6,12.2,13.6,98.6,8696
105905,WIMBERLEY ISD,105,hays,22.1,94.9,11.5,19.1,98.0,2656
105906,HAYS CISD,105,hays,44.7,92.8,22.4,30.9,93.3,24237
106901,CANADIAN ISD,106,hemphill,48.5,95.5,8.5,34.7,100.0,757
107901,ATHENS ISD,107,henderson,76.5,93.0,20.0,31.3,97.3,3025
107902,BROWNSBORO ISD,107,henderson,55.5,94.0,19.2,36.3,97.7,2559
107904,CROSS ROADS ISD,107,henderson,49.5,94.9,11.4,17.0,98.1,558
107905,EUSTACE ISD,107,henderson,62.4,95.1,13.3,22.7,96.2,1711
107906,MALAKOFF ISD,107,henderson,68.5,94.4,15.3,75.8,100.0,1509
107907,TRINIDAD ISD,107,henderson,80.9,94.1,22.7,33.3,100.0,173
107908,MURCHISON ISD,107,henderson,71.0,95.6,10.3,,,169
107910,LAPOYNOR ISD,107,henderson,47.3,94.7,13.5,80.5,97.6,474
108802,HORIZON MONTESSORI PUBLIC SCHOOLS,108,hidalgo,75.9,95.6,6.2,,,1164
108804,TRIUMPH PUBLIC HIGH SCHOOLS-RIO GRANDE VALLEY,108,hidalgo,91.7,85.8,59.8,17.6,78.9,456
108807,IDEA PUBLIC SCHOOLS,108,hidalgo,82.9,94.0,18.4,5.5,95.3,79430
108808,VANGUARD ACADEMY,108,hidalgo,87.1,94.1,15.2,74.9,100.0,6814
108809,EXCELLENCE IN LEADERSHIP ACADEMY,108,hidalgo,83.1,94.4,16.9,,,183
108810,BRILLANTE ACADEMY,108,hidalgo,83.9,89.3,35.7,,,354
108902,DONNA ISD,108,hidalgo,92.4,91.0,32.7,42.1,97.3,12925
108903,EDCOUCH-ELSA ISD,108,hidalgo,92.3,89.7,36.4,18.6,92.2,4346
108904,EDINBURG CISD,108,hidalgo,80.7,92.3,27.2,39.9,93.1,33307
108905,HIDALGO ISD,108,hidalgo,86.8,93.1,23.7,11.7,96.9,2917
108906,MCALLEN ISD,108,hidalgo,70.1,93.6,20.7,66.2,99.7,19849
108907,MERCEDES ISD,108,hidalgo,90.4,91.0,31.1,26.0,91.4,4207
108908,MISSION CISD,108,hidalgo,86.2,92.9,30.2,33.5,96.1,13758
108909,PHARR-SAN JUAN-ALAMO ISD,108,hidalgo,94.0,95.6,16.0,32.9,97.6,29610
108910,PROGRESO ISD,108,hidalgo,99.5,92.1,28.3,6.4,92.9,1337
108911,SHARYLAND ISD,108,hidalgo,65.1,94.2,16.8,70.1,99.9,9833
108912,LA JOYA ISD,108,hidalgo,92.3,91.5,32.6,31.3,93.8,22934
108913,WESLACO ISD,108,hidalgo,81.2,94.0,23.1,51.6,95.4,16293
108914,LA VILLA ISD,108,hidalgo,94.3,90.0,39.8,52.6,97.5,511
108915,MONTE ALTO ISD,108,hidalgo,84.2,92.7,25.0,12.5,92.8,819
108916,VALLEY VIEW ISD,108,hidalgo,92.9,92.7,25.6,38.4,98.3,3444
109901,ABBOTT ISD,109,hill,38.5,96.2,6.8,15.0,100.0,283
109902,BYNUM ISD,109,hill,46.5,96.2,8.6,31.3,100.0,187
109903,COVINGTON ISD,109,hill,56.4,93.3,19.8,11.8,100.0,351
109904,HILLSBORO ISD,109,hill,73.4,95.1,12.5,41.1,97.9,1981
109905,HUBBARD ISD,109,hill,59.7,95.9,6.9,16.1,97.0,417
109907,ITASCA ISD,109,hill,69.4,94.7,13.8,25.0,92.2,635
109908,MALONE ISD,109,hill,93.7,95.6,13.7,,,63
109910,MOUNT CALM ISD,109,hill,58.9,96.1,6.2,66.7,100.0,168
109911,WHITNEY ISD,109,hill,66.5,94.4,17.1,28.7,98.1,1443
109912,AQUILLA ISD,109,hill,47.3,95.9,7.9,11.1,100.0,332
109913,BLUM ISD,109,hill,50.2,96.5,3.8,19.2,100.0,333
109914,PENELOPE ISD,109,hill,50.5,96.5,5.2,25.0,100.0,216
110901,ANTON ISD,110,hockley,65.7,94.3,17.9,0.0,100.0,175
110902,LEVELLAND ISD,110,hockley,70.0,94.0,15.9,30.5,97.2,2566
110905,ROPES ISD,110,hockley,30.9,95.8,6.1,26.8,100.0,622
110906,SMYER ISD,110,hockley,45.9,95.5,7.9,7.9,100.0,431
110907,SUNDOWN ISD,110,hockley,50.5,97.0,3.0,2.7,97.4,552
110908,WHITHARRAL ISD,110,hockley,41.0,95.8,7.4,100.0,100.0,229
111801,LAKE GRANBURY ACADEMY CHARTER SCHOOL,111,hood,70.5,-1.0,0.0,,,44
111901,GRANBURY ISD,111,hood,52.0,94.2,16.5,37.9,93.6,7934
111902,LIPAN ISD,111,hood,51.5,96.8,3.1,36.7,100.0,478
111903,TOLAR ISD,111,hood,42.1,94.1,16.8,15.5,100.0,881
112901,SULPHUR SPRINGS ISD,112,hopkins,65.0,93.9,16.9,55.6,93.8,4211
112905,CUMBY COLLEGIATE ISD,112,hopkins,51.1,93.4,24.0,13.6,100.0,462
112906,NORTH HOPKINS ISD,112,hopkins,49.6,94.7,13.0,30.6,100.0,494
112907,MILLER GROVE ISD,112,hopkins,41.3,95.4,8.9,16.0,95.8,310
112908,COMO-PICKTON CISD,112,hopkins,63.6,94.4,16.1,37.2,97.8,769
112909,SALTILLO ISD,112,hopkins,56.6,95.5,6.8,18.8,100.0,249
112910,SULPHUR BLUFF ISD,112,hopkins,55.8,95.2,13.1,51.9,100.0,208
113901,CROCKETT ISD,113,houston,88.6,93.0,25.2,25.0,96.6,1124
113902,GRAPELAND ISD,113,houston,56.1,95.0,13.8,13.8,88.9,554
113903,LOVELADY ISD,113,houston,41.5,96.0,4.5,46.9,100.0,513
113905,LATEXO ISD,113,houston,53.3,94.9,13.3,11.8,100.0,548
113906,KENNARD ISD,113,houston,57.1,95.1,11.3,33.3,100.0,273
114901,BIG SPRING ISD,114,howard,69.8,93.0,22.1,41.3,91.5,3372
114902,COAHOMA ISD,114,howard,31.3,95.4,11.7,,-1.0,1082
114904,FORSAN ISD,114,howard,45.7,96.1,6.6,52.4,96.8,691
115901,FT HANCOCK ISD,115,hudspeth,86.6,95.5,7.8,27.6,100.0,389
115902,SIERRA BLANCA ISD,115,hudspeth,72.0,94.9,12.5,70.0,100.0,100
115903,DELL CITY ISD,115,hudspeth,77.3,95.3,9.0,-1.0,100.0,75
116901,CADDO MILLS ISD,116,hunt,31.5,95.3,10.3,33.1,97.9,3063
116902,CELESTE ISD,116,hunt,55.5,95.3,10.8,20.9,100.0,488
